COUNTRY,COUNTRY_CODE,YEAR,Partyfacs_ID,ABBREVIATION,PARTY_NAME_ENGLISH,PARTY_NAME,FOUNDED,PERSON,WIKIPEDIA,WEBSITE_NATIONAL,WEBSITE_NATIONAL_SUBPAGE_EU,WEBSITE_EU,WEBSITE_EUGROUP_SUBPAGE,EU_GROUP,TWITTER_NATIONAL,FB_NATIONAL,INSTA_NATIONAL,TIKTOK_NATIONAL,TIKTOK_NAT_DISPLAY_NAME,YT_NATIONAL,TWITTER_EU,FB_EU,INSTA_EU,TIKTOK_EU,TIKTOK_EU_DISPLAY_NAME,YT_EU,YT_EU_BIO_HANDLE,YT_EU_ID
Romania,23,2024,NA,PMP,People's Movement Party,Partidul Miscarea Populara,2014,NA,https://en.wikipedia.org/wiki/People%27s_Movement_Party,https://pmp.ro/,https://pmp.ro/alegeri/Europarlamentare/,NA,NA,EPP,NA,PartidulMiscareaPopulara.RO,partidul_miscarea_populara,NA,NA,@partidulmiscareapopulara5641,NA,NA,partidulmiscareapopulara,NA,NA,NA,NA,NA
Romania,23,2024,481,PNL,National Liberal Party,Partidul Na?ional Liberal,1990,NA,https://en.wikipedia.org/wiki/National_Liberal_Party_(Romania),https://pnl.ro/,https://pnl.ro/afiliere-internationala/,NA,NA,EPP,NA,pnl.ro,partidul_national_liberal,NA,NA,@PartidulNationalLiberal,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,NA,PRO Romania,PRO Romania,PRO RomÃ¢nia,2018,NA,https://en.wikipedia.org/wiki/PRO_Romania,https://www.proromaniaonline.ro/,NA,NA,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,PRORomaniaNat,ProRomaniaOficial,proromania,NA,NA,@ProRomaniaNational,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,6153,PSD,Social Democratic Party,Partidul Social Democrat,2001,NA,https://en.wikipedia.org/wiki/Social_Democratic_Party_(Romania),psd.ro,NA,NA,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,PSD_RO_OFICIAL,PartidulSocialDemocrat,partidulsocialdemocratromania,NA,NA,@PartidulSocialDemocrat,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,NA,PUSL,Social Liberal Humanist Party,Partidul Umanist Social Liberal,2015,NA,https://en.wikipedia.org/wiki/Social_Liberal_Humanist_Party,https://pusl.ro/,https://pusl.ro/candidatii-pusl-la-alegerile-europarlamentare-2024/,NA,NA,NA,NA,partidulumanistsocialliberal,partidulumanistsocialliberal,NA,NA,@PartidulUmanistSocialLiberal,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,NA,REPER,Renewing Romania's European Project,Reînnoim Proiectul European al României,2022,NA,https://en.wikipedia.org/wiki/Renewing_Romania%27s_European_Project,https://partidulreper.ro/,https://candidati.partidulreper.ro/?_gl=1%2A196bd0l%2A_ga%2AMTM3MjM5ODAzNS4xNzE3NTk2OTg1%2A_ga_DTJCWPV6W1%2AMTcxNzU5Njk4NS4xLjEuMTcxNzU5NzAxMC4wLjAuMA..,NA,https://www.reneweuropegroup.eu/parties/reinnoim-proiectul-european-al-romaniei,Renew,partidulREPER,partidulREPER,partidulREPER,partidulreper,Partidul REPER,@PartidulREPEROficial,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,1105,RMDSZ; DAHR,Democratic Alliance of Hungarians in Romania,Uniunea Democrata Maghiara din România; Romániai Magyar Demokrata Szövetség,1989,NA,https://en.wikipedia.org/wiki/Democratic_Alliance_of_Hungarians_in_Romania,https://www.dahr.ro/,https://www.dahr.ro/organization/european-parliament,NA,NA,EPP,NA,RMDSZ,rmdsz,NA,NA,rmdsz,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,NA,SOS RO,S.O.S. Romania,S.O.S. România,2021,NA,https://en.wikipedia.org/wiki/S.O.S._Romania,https://sosro.ro/,NA,NA,NA,NA,@Romania_SOS,partidulsosro,NA,@partidul.sos.romania,PARTIDUL.SOS.ROMANIA,@partiduls.o.s.romania3502,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,NA,USR,Save Romania Union,Uniunea Salvați România,2016,NA,https://en.wikipedia.org/wiki/Save_Romania_Union,https://usr.ro/,https://usr.ro/europarlamentarii-usr/,NA,https://www.reneweuropegroup.eu/parties/uniunea-salva%C8%9Bi-rom%C3%A2nia,Renew,usr_oficial,USRUniuneaSalvatiRomania,NA,usr_oficial,USR,@USR-2024,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,NA,Verzii,Green Party - The Greens,Partidul Verde,2005,NA,https://en.wikipedia.org/wiki/Green_Party_(Romania),https://partidulverdeverzii.ro/,NA,NA,NA,NA,@verzii,Partidul.Verde,verzii_official,@partidulverdeoficial,PartidulVerde,@PartidulVerdeOficial,NA,NA,NA,NA,NA,NA,NA,NA
Romania,23,2024,NA,NA,AER for Romania,Alianța AER pentru România,2023,NA,https://en.wikipedia.org/wiki/AER_for_Romania,"<- Korrekt, daher keine Partei, die socials und Webseite wurde auch gelöscht, der alte X Acc existiert noch: @aer_romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,NA,Hlas–SD,Voice – Social Democracy,Hlas – sociálna demokracia,2020,NA,https://en.wikipedia.org/wiki/Voice_%E2%80%93_Social_Democracy,https://strana-hlas.sk/,https://strana-hlas.sk/eurokandidatka/,NA,NA,NA,NA,HlasSocialnaDemokracia,hlas_socialna_demokracia,@hlas_socialna_demokracia,HLAS - sociálna demokracia,@HLASsocialnademokracia,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,63,KDH,Christian Democratic Movement,Kresťanskodemokratické hnutie,1990,NA,https://en.wikipedia.org/wiki/Christian_Democratic_Movement,http://kdh.sk/,https://kdh.sk/poslanci-ep/,NA,NA,EPP,NA,krestanskidemokrati,kdh_sk,NA,NA,@kdh_sk,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,656,L'SNS,People's Party - Our Slovakia,Ľudová strana naše Slovensko,2014,NA,https://en.wikipedia.org/wiki/People%27s_Party_Our_Slovakia,http://kotlebovci.sk/,http://kotlebovci.sk/kandidatna-listina-ls-nase-slovensko-pre-volby-do-europskeho-parlamentu-2024/,NA,NA,NA,NA,KotlebovciLSNaseSlovensko,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,NA,PS,Progressive Slovakia,Progresívne Slovensko,2017,NA,https://en.wikipedia.org/wiki/Progressive_Slovakia,https://progresivne.sk/,https://progresivne.sk/eurovolby/,NA,https://www.reneweuropegroup.eu/parties/progres%C3%ADvne-slovensko,Renew,progresivne_sk,ProgresivneSlovensko,progresivne_sk,NA,NA,@ProgresivneSlovensko,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,NA,REPUBLIKA,Republic Movement,Hnutie Republika,2021,NA,https://en.wikipedia.org/wiki/Republic_(Slovakia),https://www.hnutie-republika.sk/,https://www.hnutie-republika.sk/program-za-europu-suverennych-narodov/,NA,NA,NA,@MilanUhrik,hnutie.republika,hnutie_republika,@hnutie_republika,hnutierepublika,@REPUBLIKA1,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,1386,SaS,Freedom and Solidarity,Sloboda a solidarita,2009,NA,https://en.wikipedia.org/wiki/Freedom_and_Solidarity,https://www.sas.sk/,https://www.sas.sk/ludia/1/saskari/27/kandidati-do-ep-2024,NA,https://ecrgroup.eu/ecr/party/freedom_and_solidarity,ECR,stranasas,stranasas,sloboda_a_solidarita,sloboda_a_solidarita,Sloboda a Solidarita 💚,@slobodaasolidaritaSK,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,311,SMER-SD,Direction -- Social Democracy,SMER - Socialna Demokracia,1999,NA,https://en.wikipedia.org/wiki/Direction_%E2%80%93_Social_Democracy,https://strana-smer.sk/,https://strana-smer.sk/o-nas/predstavitelia/europsky-kontakt,NA,NA,non-attached,NA,smersd,NA,smer_sd_tiktok,SMER - SSD,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,349,SMK-MKP; ALLIANCIA,Hungarian Alliance,Maďarská Aliancia,1994,NA,https://en.wikipedia.org/wiki/Hungarian_Alliance_(Slovak_political_party),https://madarska-aliancia.sk/ - https://szovetseg.sk/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,730,SNS,Slovak National Party,Slovenská národná strana,1990,NA,https://en.wikipedia.org/wiki/Slovak_National_Party,https://www.sns.sk/,https://www.sns.sk/o-nas/partneri-v-ep/,NA,NA,NA,NA,stranasns,sns_sk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,8394,ZĽ,For the People,Za ľudí,2019,NA,https://en.wikipedia.org/wiki/For_the_People_(Slovakia),https://stranazaludi.sk/,NA,NA,NA,NA,NA,zaludisk,"za_ludi
",@za_ludi,ZA ĽUDÍ,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,NA,NA,Slovakia,Slovensko,2011,NA,https://en.wikipedia.org/wiki/Slovakia_(political_party),https://www.obycajniludia.sk/olano-a-priatelia/,https://www.obycajniludia.sk/nasi-kandidati/,NA,NA,EPP,NA,obycajni.ludia.a.nezavisle.osobnosti,obycajniludia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovakia,24,2024,NA,NA,Democrats,Demokrati,2018,NA,https://en.wikipedia.org/wiki/Democrats_(Slovakia),https://www.smedemokrati.sk/,https://www.smedemokrati.sk/kandidati-do-europskeho-parlamentu/,NA,NA,NA,@sme_demokrati,smedemokrati2023,sme_demokrati,@sme.demokrati,Sme Demokrati,@smedemokrati,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,NA,DD,Good Country,Dobra Drzava,2017,NA,NA,https://www.dobradrzava.si/,NA,NA,NA,NA,DobraDrzava,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,467,DeSUS,Democratic Party of Pensioners of Slovenia,Demokratična stranka upokojencev Slovenije,1991,NA,https://en.wikipedia.org/wiki/Democratic_Party_of_Pensioners_of_Slovenia,https://desus.si/,NA,NA,NA,NA,NA,StrankaDeSUS,NA,NA,NA,@desus-demokraticnastrankau7575,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,NA,GS,Freedom Movement,Gibanje Svoboda,2021,NA,https://en.wikipedia.org/wiki/Freedom_Movement_(Slovenia),https://gibanjesvoboda.si/,https://gibanjesvoboda.si/svoboda-po-sloveniji-in-v-eu/svoboda-v-eu/,NA,NA,NA,NA,Gibanje Svoboda,gibanje.svoboda,@gibanje.svoboda,Gibanje Svoboda 🕊🇸🇮,@GibanjeSvoboda,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,6131,Levica,The Left,Levica,2017,NA,https://en.wikipedia.org/wiki/The_Left_(Slovenia),https://www.levica.si/,https://www.levica.si/kandidatna-lista-levice-za-evropske-volitve-2024/,NA,NA,NA,strankalevica,zdruzenalevica,levicastranka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,1618,NSi,New Slovenia -- Christian People's Party,Nova Slovenija  krcanski demokrati,2000,NA,https://en.wikipedia.org/wiki/New_Slovenia,https://nsi.si/,https://nsi.si/ljudje/poslanka-evropskega-parlamenta/,NA,NA,EPP,NovaSlovenija,novaslovenija,novaslovenija,NA,NA,novaslovenija,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,NA,Pose,Let's Connect,Povežimo Slovenijo,2021,NA,https://en.wikipedia.org/wiki/Let%27s_Connect_Slovenia,NA,NA,NA,NA,non-attached,PovezimoSlo,povezimo.slovenijo,povezimo_slovenijo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,1403,SD,Social Democrats,Socialni demokrati,1993,NA,https://en.wikipedia.org/wiki/Social_Democrats_(Slovenia),https://socialnidemokrati.si/,https://socialnidemokrati.si/mednarodno/,NA,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,strankaSD,socialnidemokrati.si,socialnidemokrati,NA,NA,Socialnidemokrat,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,472,SDS,Slovenian Democratic Party,Slovenska demokratska stranka,1989,NA,https://en.wikipedia.org/wiki/Slovenian_Democratic_Party,https://www.sds.si/,https://www.sds.si/o-stranki/vasi-predstavniki/evropski-poslanci-sds,NA,NA,EPP,strankasds,slovenska.demokratska.stranka,strankasds,strankasds,Slovenska demokratska stranka,SDSTV,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,764,SLS,Slovenian People's Party,Slovenska ljudska stranka,1988,NA,https://en.wikipedia.org/wiki/Slovenian_People%27s_Party,https://sls.si/,https://sls.si/evropske-volitve/,NA,NA,EPP,strankaSLS,strankaSLS,slovenskaljudskastranka,NA,NA,@strankaSLS,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,96,SNS,Slovenian National Party,Slovenska nacionalna stranka,1991,NA,https://en.wikipedia.org/wiki/Slovenian_National_Party,https://sns.si/,NA,NA,NA,NA,snsstranka,StrankaSNS,slovenskanacionalnastranka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,NA,Vesna,Vesna - Green Party,VESNA - zelena stranka,2022,NA,https://en.wikipedia.org/wiki/Vesna_%E2%80%93_Green_Party,https://www.vesnazelenastranka.si/,https://www.vesnazelenastranka.si/evropske-volitve-2024/,NA,NA,NA,@StrankaVesna,vesnazelenastranka,vesna_zelena_stranka,vesnazelenastranka,vesnazelenastranka,@vesnazelenastranka,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,NA,ZS,Greens of Slovenia,Zeleni Slovenije,1989,NA,https://en.wikipedia.org/wiki/Andrej_%C4%8Cu%C5%A1_and_Greens_of_Slovenia,https://www.zeleni.si/,https://www.zeleni.si/program-za-eu-volitve/,NA,NA,NA,ZeleniSlovenije,ZeleniSlovenije,zelenislovenije,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,NA,NA,Resni.ca,Resni.ca,2021,NA,https://en.wikipedia.org/wiki/Resni.ca,https://stranka-resnica.si/,https://stranka-resnica.si/evropske-volitve-2024-resni-ca/,NA,NA,NA,@resni_ca,GibanjeResni.ca,"zoranstevanovic.resni.ca
",NA,NA,@Resnica-um3ok,NA,NA,NA,NA,NA,NA,NA,NA
Slovenia,25,2024,NA,NA,Pirate Party of Slovenia,Piratska stranka Slovenije,2012,NA,https://en.wikipedia.org/wiki/Pirate_Party_(Slovenia),https://piratskastranka.si/,https://piratskastranka.si/evropske-volitve/,NA,NA,NA,@piratskastranka,Piratska.Stranka.Slovenije,piratskastranka,NA,NA,"@PiratskastrankaSi
",NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,2413,AR,Republics Now,Ahora Repúblicas,2019,NA,https://en.wikipedia.org/wiki/Ahora_Rep%C3%BAblicas,https://www.ahorarepublicas.eu,NA,NA,NA,GUE-NGL,ahorarepublicas,ahorarepublicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,1011,BNG,Galician Nationalist Bloc,Bloque Nacionalista Galego,1982,NA,https://en.wikipedia.org/wiki/Galician_Nationalist_Bloc,https://www.bng.gal/,NA,NA,NA,NA,@obloque,obloque,o_bloque,@obloque,BNG-Bloque Nacionalista Galego,@TeleBNG,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,81,CC,Canarian Coalition,Coalición Canaria,2005,NA,https://en.wikipedia.org/wiki/Canarian_Coalition,https://coalicioncanaria.org/,NA,NA,NA,NA,@coalicion,coalicion.canaria,coalicionc,@coalicioncanaria,Coalición Canaria,@coalicioncanaria,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,NA,CEUS,Coalition for a Solidary Europe,Coalición por una Europa Solidaria,2019,NA,https://en.wikipedia.org/wiki/Coalition_for_a_Solidary_Europe,NA,NA,NA,https://www.reneweuropegroup.eu/parties/partido-nacionalista-vasco,Renew,NA,ceuscoalition,NA,NA,NA,NA,CEUScoalition,ceuscoalition,NA,NA,NA,NA,NA,NA
Spain,26,2024,5623,"CpE, Compromís",Commitment to Europe,Compromiso por Europa,2019,NA,https://en.wikipedia.org/wiki/Commitment_to_Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,3217,Cs,Citizens,Ciudadanos,2006,NA,https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party),https://www.ciudadanos-cs.org/,https://www.ciudadanos-cs.org/europa,http://cseuropa.ciudadanos-cs.org/,https://www.reneweuropegroup.eu/parties/ciudadanos-partido-de-la-ciudadan%C3%ADa,Renew,CiudadanosCs,Ciudadanos,ciudadanos,ciudadanoscs,Ciudadanos,ciudadanos,Cs_Europa,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,848,ERC,Republican Left of Catalonia,Esquerra Republicana de Catalunya,1931,NA,https://en.wikipedia.org/wiki/Republican_Left_of_Catalonia,https://www.esquerra.cat/ca,NA,NA,NA,NA,@Esquerra_ERC,Esquerra.ERC,esquerrarepublicana,@esquerrarepublicana,Esquerra Republicana,@EsquerraTV,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,9097,Junts,Together for Catalonia,Junts per Catalunya,2020,NA,https://en.wikipedia.org/wiki/Together_for_Catalonia_(2020),https://www.junts.cat/,NA,NA,NA,NA,@JuntsXCat,JxCatalunya,juntspercat,@juntspercat,Junts per Catalunya,@JuntsperCatalunya,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,1637,PNV,Basque Nationalist Party,Partido Nacionalist Vasco,1895,NA,https://en.wikipedia.org/wiki/Basque_Nationalist_Party,https://www.eaj-pnv.eus/,NA,NA,NA,NA,@eajpnv,eajpnv,eajpnv,@eajpnv,EAJ-PNV,@eaj-pnv,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,7656,Podemos,We Can,Podemos,2014,NA,https://en.wikipedia.org/wiki/Podemos_(Spanish_political_party),https://podemos.info/,NA,NA,https://left.eu/groups/podemos/,GUE-NGL,podemos,ahorapodemos,NA,NA,NA,CirculosPodemos,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,441,PP,People's Party,Partido Popular,1989,NA,https://en.wikipedia.org/wiki/People%27s_Party_(Spain),https://www.pp.es/,https://www.pp.es/en-europa,NA,NA,EPP,ppopular,pp,partidopopular,@partidopopular,Partido Popular,partidopopular,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,1338,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espagnol,1879,NA,https://en.wikipedia.org/wiki/Spanish_Socialist_Workers%27_Party,https://www.psoe.es/,NA,NA,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,psoe,psoe,psoe,NA,NA,psoe,Socialistas_PE,socialistasparlamentoeuropeo,socialistas_pe,socialistas_pe,Socialistas Parlamento Europeo,@socialistasparlamentoeuropeo,@socialistasparlamentoeuropeo,UCPLHuycUUwttODJZ8bJlFUg
Spain,26,2024,NA,SMR,Unite (Sumar),Sumar,2023,NA,https://en.wikipedia.org/wiki/Sumar_(electoral_platform),https://movimientosumar.es/,NA,NA,NA,NA,@sumar,SumarOficial2022,sumar_oficial,@sumar_oficial,Sumar,@sumar_oficial,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,3218,Vox,Voice,Vox,2013,NA,https://en.wikipedia.org/wiki/Vox_(political_party),https://www.voxespana.es/,https://www.voxespana.es/vox-europa,NA,https://ecrgroup.eu/ecr/party/vox,ECR,vox_es,VOXEspana,vox_es,vox_espana,VOX España 🇪🇸,voxespana,NA,NA,NA,NA,NA,NA,NA,NA
Spain,26,2024,NA,NA,Basque Country Gather / Basque Country Unite,EH Bildu (Euskal Herria Bildu),2012,NA,https://en.wikipedia.org/wiki/EH_Bildu,https://ehbildu.eus/,NA,NA,https://left.eu/groups/eh-bildu/,GUE-NGL,@ehbildu,ehbildu,eh_bildu,@ehbildu,EH Bildu,@EuskalHerriaBildu,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,27,2024,199,C,Centre Party,Centerpartiet,1913,NA,https://en.wikipedia.org/wiki/Centre_Party_(Sweden),https://www.centerpartiet.se/,https://www.centerpartiet.se/eu-valet,NA,https://www.reneweuropegroup.eu/parties/centerpartiet,Renew,Centerpartiet,centerpartiet,centerpartiet,NA,NA,centerpartiet,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,27,2024,1274,FP,People's Party,Liberalerna,1934,NA,https://en.wikipedia.org/wiki/Liberals_(Sweden),https://www.liberalerna.se/,https://www.liberalerna.se/eu,NA,https://www.reneweuropegroup.eu/parties/liberalerna,Renew,liberalerna,liberalernas,liberalernas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,27,2024,651,KD,Christian Democrats,Kristdemokraterna,1964,NA,https://en.wikipedia.org/wiki/Christian_Democrats_(Sweden),https://kristdemokraterna.se/,https://kristdemokraterna.se/vart-parti/foretradare/europaparlamentet,NA,NA,EPP,kdriks,Kristdemokraterna,kristdemokraterna,kristdemokraterna,NA,studiokd,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,27,2024,NA,M,Moderate Party,Moderaterna,1904,NA,https://en.wikipedia.org/wiki/Moderate_Party,https://moderaterna.se/,https://moderaterna.se/var-politik/eu/,NA,NA,EPP,moderaterna,moderaterna,moderaterna,NA,NA,moderaterna,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,27,2024,456,MP,Greens,Miljöpartiet de gröna,1981,NA,https://en.wikipedia.org/wiki/Green_Party_(Sweden),https://www.mp.se/,https://www.mp.se/eu/,https://www.mpeu.se/,NA,Greens-EFA,miljopartiet,miljopartiet,miljopartiet,NA,NA,NA,MiljopartietEU,NA,NA,NA,NA,NA,NA,NA
Sweden,27,2024,487,SAP,Social Democrats,Arbetarepartiet-Socialdemokraterna,1889,NA,https://en.wikipedia.org/wiki/Swedish_Social_Democratic_Party,https://www.socialdemokraterna.se/,https://www.socialdemokraterna.se/vart-parti/vara-politiker/europaparlamentariker,NA,https://www.socialistsanddemocrats.eu/who-we-are/our-political-family/our-national-parties,S&D,socialdemokrat,socialdemokraterna,socialdemokraternas,NA,NA,socialdemokraterna,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,27,2024,409,SD,Sweden Democrats,Sverigedemokraterna,1988,NA,https://en.wikipedia.org/wiki/Sweden_Democrats,https://sd.se/,https://sd.se/ecr/,NA,https://ecrgroup.eu/ecr/party/sweden_democrats,ECR,sdriks,sverigedemokraterna,sverigedemokraterna,sverigedemokraterna,Sverigedemokraterna,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,27,2024,830,V,Left Party,Vansterpartiet,1917,NA,https://en.wikipedia.org/wiki/Left_Party_(Sweden),https://www.vansterpartiet.se/,NA,NA,https://left.eu/groups/vaensterpartiet/,GUE-NGL,vansterpartiet,vansterpartiet,vansterpartiet,vansterpartiet,Vänsterpartiet,vansterpartiet,NA,VansterpartietEU,NA,NA,NA,NA,NA,NA
